Column,char,dialog,movie
1585,GOLLUM,It Burns!it Burns Us!it Freezes!nasty Elves Twisted It.,The Two Towers
1586,GOLLUM,Take It Off Us!,The Two Towers
1587,SAM,"Quiet, You!it's Hopeless. Every Orc In Mordor'sgoing To Hear This Racket. Let's Just Tie Him Up And Leave Him.",The Two Towers
1588,GOLLUM,No!that Would Kill Us! Kill Us!,The Two Towers
1589,SAM,It's No More Than You Deserve!,The Two Towers
1590,FRODO,"Maybe He Does Deserve To Die.But Now That I See Him, I Do Pity Him.",The Two Towers
1591,GOLLUM,We Be Nice To Themif They Be Nice To Us.Take It Off Us.We Swears To Do What You Wants................We Swears.,The Two Towers
1592,SAM,"Mr Frodo ? , Frodo! Frodo! , I Thought I'd Lost You",The Fellowship of the Ring
1593,FRODO,What Are You Talking About ?,The Fellowship of the Ring
1594,SAM,It's Just Something Gandalf Said.,The Fellowship of the Ring
1595,FRODO,What Did He Say?,The Fellowship of the Ring
1596,GANDALF,The Fellowship Awaits The Ringbearer.,The Fellowship of the Ring
1597,FRODO,"Mordor, Gandalf, Is It Left Or Right ?",The Fellowship of the Ring
1598,GANDALF,Left.,The Fellowship of the Ring
1599,GANDALF VOICEOVER,"We Must Hold This Course West Of The Misty Mountains For Forty Days. If Our Luck Holds The Gap Of Rohan Will Still Be Open To Us. , And There Are Road Turns East To Mordor.",The Fellowship of the Ring
1600,BOROMIR,"Good, Very Good.",The Fellowship of the Ring
1601,ARAGORN,Move Your Feet,The Fellowship of the Ring
1602,MERRY,You Look Good Pippin,The Fellowship of the Ring
1603,PIPPIN,Thanks,The Fellowship of the Ring
1604,GIMLI,"If Anyone Was To Ask For My Opinion, Which I Note That They're Not, I'd Say That We Were Taking The Long Way Round. Gandalf, We Could Pass Through The Mines Of Moria.  My Cousin Balin Would Give Us A Royal Welcome.",The Fellowship of the Ring
1605,GANDALF,"No Gimli, I Would Not Take The Road Through Moria Unless I Had No Other Choice.",The Fellowship of the Ring
1606,PIPPIN,Argh!,The Fellowship of the Ring
1607,BOROMIR,Sorry!,The Fellowship of the Ring
1608,MERRY,Get Him!,The Fellowship of the Ring
1609,PIPPIN,"For The Shire.  Hold Him, Hold Him Down Merry!",The Fellowship of the Ring
1610,ARAGORN,"Gentlemen, That's Enough!",The Fellowship of the Ring
1611,ARAGORN,"The Same Blood Flows In My Veins , The Same Weakness",The Fellowship of the Ring
1612,ARWEN,"Your Time Will Come.  You Will Face The Same Evil And You Will Defeat It   A Si I-dh'ath '-orthor, Aragorn. ' Or Le A ' Or Nin.",The Fellowship of the Ring
1613,ARWEN,"Renech I Lu I Erui Govannen? (,)",The Fellowship of the Ring
1614,ARAGORN,Nauthannem I Ned Ol Reniannen.,The Fellowship of the Ring
1615,ARWEN,"Gwenwin In Enninath...U-arnech In Naeth I Si Celich. (,) Renech I Beth I Pennen?",The Fellowship of the Ring
1616,ARAGORN,"You Said You Would Bind Yourself To Me,foresaking The Immortal Life Of Your People",The Fellowship of the Ring
1617,ARWEN,And To That I Hold.  I Would Rather Share One Lifetime With You Than Face All The Ages Of This World Alone,The Fellowship of the Ring
1618,ARWEN,I Choose A Mortal Life,The Fellowship of the Ring
1619,ARAGORN,You Cannot Give Me This,The Fellowship of the Ring
1620,ARWEN,It Is Mine To Give To Whom I Will.  Like My Heart,The Fellowship of the Ring
1621,ELROND,"Strangers From Distant Lands, Friends Of Old.  You Have Been Summoned Here To Answer The Threat Of Mordor.  Middle Earth Stands Upon The Brink Of Destruction.  None Can Escape It.  You Will Unite Or You Will Fall.  Each Race Is Bound To This Fate, This One Doom., Bring Forth The Ring, Frodo",The Fellowship of the Ring
1622,BOROMIR,So It's True,The Fellowship of the Ring
1623,BOROMIR,"In A Dream , I Saw The Eastern Sky Grow Dark ,in The West A Pale Light Lingered A Voice Was Crying, Your Doom Is Near At Hand , Isildur's Bane Is Found , Isildur's Bane",The Fellowship of the Ring
1624,ARAGORN,We Are No Spies.We Track A Party Of Uruk-haiwestward Across The Plain.They Have Taken Two Of Our Friendscaptive.,The Two Towers
1625,EOMER,The Uruks Are Destroyed.We Slaughtered Them During The Night.,The Two Towers
1626,GIMLI,But There Were Two Hobbits.Did You See Two Hobbits With Them?,The Two Towers
1627,ARAGORN,They Would Be Small.Only Children To Your Eyes.,The Two Towers
1628,EOMER,We Left None Alive.We Piled The Carcasses And Burned Them.,The Two Towers
1629,GIMLI,Dead?,The Two Towers
1630,EOMER,I Am Sorry.,The Two Towers
1631,EOMER,"Hasufel! Arod! ,may These Horses Bear You To Betterfortune Than Their Former Masters.,farewell.",The Two Towers
1632,EOMER,Look For Your Friends.But Do Not Trust To Hope.It Has Forsaken These Lands. We Ride North!,The Two Towers
1633,GIMLI,It's One Of Their Wee Belts.,The Two Towers
1634,LEGOLAS,Hiro Hyn H'dh' Ab 'wanath...,The Two Towers
1635,ARAGORN,Aaaaagh!,The Two Towers
1636,GRIMA,I Understand. His Passing Is Hard To Accept. Especially Now That Your Brother Has Deserted You.,The Two Towers
1637,EOWYN,"Leave Me Alone, Snake!",The Two Towers
1638,GRIMA,"Oh, But You Are Alone. Who Knows What You've Spoken To The Darkness ,......In The Bitter Watches Of The Night......When All Your Life Seems To Shrink. The Walls Of Your Bower Closing In About You. A Hutch To Trammel Some Wild Thing In. ,so Fair. So Cold. Like A Morning Of Pale Spring......Still Clinging To Winter's Chill.",The Two Towers
1639,EOWYN,Your Words Are Poison.,The Two Towers
1640,GIMLI,You'll Find More Cheer In A Graveyard.,The Two Towers
1641,HAMA,"I Cannot Allow You Before Theoden King So Armed, Gandalf Greyhame. By Order Of Grima Wormtongue.",The Two Towers
1642,HAMA,Your Staff,The Two Towers
1643,GANDALF,"Hmmm ,you Would Not Part An Old Man From His Walking Stick.",The Two Towers
1644,GRIMA,"My Lord, Gandalf The Grey Is Coming. He's A Herald Of Woe.",The Two Towers
1645,GANDALF,The Courtesy Of Your Hall Is Somewhat Lessened Of Late......Theoden King.,The Two Towers
1646,GRIMA,He's Not Welcome.,The Two Towers
1647,THEODEN,Why Should I Welcome You......Gandalf Stormcrow?,The Two Towers
1648,GRIMA,"A Just Question, My Liege. ,late Is The Hour......In Which This Conjurer Chooses To Appear., Lathspell I Name Him.Ill News Is An Ill Guest.",The Two Towers
1649,GANDALF,Be Silent. Keep Your Forked Tongue Behind Your Teeth. I Have Not Passed Through Fire And Death......To Bandy Crooked Words With A Witless Worm.,The Two Towers
1650,GRIMA,His Staff. I Told You To Take The Wizard's Staff.,The Two Towers
1651,THEODEN,"Grima.Grima.,grima.",The Two Towers
1652,EOMER,Orcs Are Roaming Freelyacross Our Lands.Unchecked. Unchallenged.Killing At Will.Orcs Bearing The White Hand Of Saruman,The Two Towers
1653,GRIMA,Why Do You Lay These Troubleson An Already Troubled Mind?can You Not See?your Uncle Is Weariedby Your Malcontent......Your Warmongering.,The Two Towers
1654,EOMER,"Warmongering?,how Long Is It Sincesaruman Bought You?what Was The Promised Price, Grima?when All The Men Are Deadyou Will Take Your Share Of The Treasure?",The Two Towers
1655,EOMER,Too Long Have You Watched My Sister.Too Long Have You Haunted Her Steps.,The Two Towers
1656,GRIMA,"You See Much, Eomer, Son Of Eomund.",The Two Towers
1657,GRIMA,Too Much.You Are Banished Forthwithfrom The Kingdom Of Rohan......And All Its Domainsunder Pain Of Death.,The Two Towers
1658,EOMER,You Have No Authority Here.Your Orders Mean Nothing.,The Two Towers
1659,GRIMA,This Order Does Not Come From Me.It Comes From The King.He Signed It This Morning.,The Two Towers
1660,GOLLUM,"Dead?no, You Cannot Kill Them. No.",The Two Towers
1661,GOLLUM,Wraiths!wraiths On Wings!they Are Calling For It.They Are Calling For The Precious.,The Two Towers
1662,SAM,Mr. Frodo! It's All Right.I'm Here.,The Two Towers
1663,GOLLUM,"Hurry, Hobbits.The Black Gate Is Very Close.",The Two Towers
1664,GIMLI,Orc Blood.,The Two Towers
1665,ARAGORN,These Are Strange Tracks.,The Two Towers
1666,GIMLI,The Air Is So Close In Here.,The Two Towers
1667,LEGOLAS,This Forest Is Old.Very Old.Full Of Memory......And Anger.,The Two Towers
1668,LEGOLAS,The Trees Are Speaking To Each Other.,The Two Towers
1669,ARAGORN,Gimli!lower Your Axe.,The Two Towers
1670,GIMLI,Oh!,The Two Towers
1671,LEGOLAS,"They Have Feelings, My Friend.The Elves Began It.Waking Up The Treesteaching Them To Speak.",The Two Towers
1672,GIMLI,Talking Trees.What Do Trees Have To Talk About?except The Consistencyof Squirrel Droppings.,The Two Towers
1673,LEGOLAS,"Aragorn, Nad No Ennas",The Two Towers
1674,GANDALF,"This Will Be The End Of Gondor As We Know It.    Here The Hammer Stroke Will Fall Hardest.  ,  If The River Is Taken, If The Garrison At Osgiliath Falls, The Last Defence Of This City Will Be Gone.",The Return of the King
1675,PIPPIN,But We Have The White Wizard.  That's Got To Count For Something.,The Return of the King
1676,PIPPIN,Gandalf?,The Return of the King
1677,GANDALF,"Sauron Has Yet To Show His Deadliest Servant.  ,  The One Who Will Lead Mordor's Army In War.  , The One They Say No Living Man Can Kill. , The Witch King Of Angmar. You've Met Him Before.  ,  He Stabbed Frodo On Weathertop. , He Is The Lord Of The Nazg'l.  The Greatest Of The Nine.",The Return of the King
1678,GOLLUM,The Dead City!  Very Nasty Place Full Of Enemies.,The Return of the King
1679,GOLLUM,"Quick, Quick!  They Will See, They Will See!",The Return of the King
1680,GOLLUM,"Come Away, Come Away.  Look We Have Found It.  The Way Into Mordor.",The Return of the King
1681,GOLLUM,The Secret Stair.  Climb.,The Return of the King
1682,SAM,No!  Mr Frodo,The Return of the King
1683,GOLLUM,Not That Way!,The Return of the King
1684,GOLLUM,Whats It Doing?,The Return of the King
1685,SAM,No!,The Return of the King
1686,FRODO,They're Calling Me.,The Return of the King
1687,FRODO,"Put It Out You Fools! , Put It Out!",The Fellowship of the Ring
1688,PIPPIN,Well That's Nice! That's Nice!  Ash On My Tomatoes!,The Fellowship of the Ring
1689,FRODO,Go!,The Fellowship of the Ring
1690,SAM,Backl You Devils!,The Fellowship of the Ring
1691,SAM,Frodo!,The Fellowship of the Ring
1692,FRODO,Oh Sam!,The Fellowship of the Ring
1693,SAM,Strider! Help Him Strider!,The Fellowship of the Ring
1694,STRIDER,"He's Been Stabbed By A Morgul Blade. , This Is Beyond My Skill To Heal.  He Needs Elvish Medicine",The Fellowship of the Ring
1695,STRIDER,Hurry!,The Fellowship of the Ring
1696,SAM,It's Six Days From Rivendell! He'll Never Make It!,The Fellowship of the Ring
1697,STRIDER,Frodo Frodo,The Fellowship of the Ring
1698,FRODO VOICE,Gandalf!,The Fellowship of the Ring
1699,SAM,Athelas ?,The Fellowship of the Ring
1700,STRIDER,Kingsfoil,The Fellowship of the Ring
1701,SAM,"Kingsfoil, Aye, Its A Weed!",The Fellowship of the Ring
1702,STRIDER,It May Help To Slow The Poison.  Hurry!,The Fellowship of the Ring
1703,ARWEN,What's This ? A Ranger Caught Off His Guard ?,The Fellowship of the Ring
1704,ARWEN,Frodo Im Arwen. Telin Le Thaed. Lasto Beth Nin. Tolo Dan Na Galad,The Fellowship of the Ring
1705,MERRY,Who Is She?,The Fellowship of the Ring
1706,ARWEN,Frodo,The Fellowship of the Ring
1707,SAM,She's An Elf!,The Fellowship of the Ring
1708,ARWEN,He's Fading,The Fellowship of the Ring
1709,ARWEN,He's Not Going To Last.  We Must Get Him To My Father.,The Fellowship of the Ring
1710,ARWEN,"I've Been Looking For You For Two Days. , There Are Five Wraiths Behind You, Where The Other Four Are I Do Not Know",The Fellowship of the Ring
1711,STRIDER,Dartho Guin Perian. Rych Le Ad Tolthathon.,The Fellowship of the Ring
1712,ARWEN,Hon Mabathon. Rochon Ellint Im.,The Fellowship of the Ring
1713,STRIDER,Andelu I Ven.,The Fellowship of the Ring
1714,GALADRIEL VOICE OVER,I Amar Prestar Aen Han Mathon Ne Nen Han Mathon Ne Chae A Han Noston Ned Gwilith Much That Once Was Is Lost. For None Now Live Who Remember It.,The Fellowship of the Ring
1715,GALADRIEL VOICE OVER,It Began With The Forging Of The Great Rings.,The Fellowship of the Ring
1716,GALADRIEL VOICE OVER,"Three Were Given To The Elves. ,immortal, Wisest And Fairest Of All Beings. , Seven To The Dwarf Lords, Great Miners And Craftsmen Of The Mountain Halls. ,and Nine, Nine Rings Were Gifted To The Race Of Men. , Who Above All Else, Desire Power.",The Fellowship of the Ring
1717,THEODEN,Tonight We Remember Those Who Gave Their Blood To Defend This Country.,The Return of the King
1718,THEODEN,Hail The Victorious Dead,The Return of the King
1719,PEOPLE,Hail!,The Return of the King
1720,EOMER,"No Pauses, , No Spills.",The Return of the King
1721,FRODO,Better Than It Was,The Fellowship of the Ring
1722,GANDALF,"And The Ring ? , You Feel Its Power Growing Don't You. I've Felt It Too.  You Must Be Careful Now.  Evil Will Be Drawn To You From Outside The Fellowship And I Fear From Within.",The Fellowship of the Ring
1723,FRODO,Who Then Do I Trust ?,The Fellowship of the Ring
1724,GANDALF,You Must Trust To Yourself. Trust Your Own Strength.,The Fellowship of the Ring
1725,FRODO,What Do You Mean ?,The Fellowship of the Ring
1726,GANDALF,There Are Many Powers In This World For Good Or For Evil.  Some Are Greater Than I Am And Against Some I Have Not Yet Been Tested,The Fellowship of the Ring
1727,GIMLI,Ah!  The Walls Of Moria!,The Fellowship of the Ring
1728,GIMLI,Dwarf Doors Are Invisible When Closed,The Fellowship of the Ring
1729,GANDALF,"Yes Gimli! Their Own Masters Cannot Find Them, If Their Secrets Are Forgotten!",The Fellowship of the Ring
1730,LEGOLAS,Why Doesn't That Surprise Me!,The Fellowship of the Ring
1731,GIMLI,Ach!,The Fellowship of the Ring
1732,GANDALF,"It Reads ""the Doors Of Durin, Lord Of Moria, Speak Friend And Enter""",The Fellowship of the Ring
1733,MERRY,What Do You Suppose That Means ?,The Fellowship of the Ring
1734,GANDALF,"Oh It's Quite Simple.  If You Are A Friend, You Speak The Password And The Doors Will Open , Annon Edhellen, Edro Hi Ammen!",The Fellowship of the Ring
1735,GANDALF,"Fennas Nogothrim, Lasto Beth Lammen.",The Fellowship of the Ring
1736,FRODO,There's No Promise You Can Makethat I Can Trust.,The Two Towers
1737,GOLLUM,We Swears......To Serve The Master ...........Of The Precious. We Will Swear On.....On The Preciousgollum. Gollum.,The Two Towers
1738,FRODO,The Ring Is Treacherous.It Will Hold You To Your Word.,The Two Towers
1739,GOLLUM,Yes......On The Precious.....On The Precious.,The Two Towers
1740,SAM,I Don't Believe You!,The Two Towers
1741,SAM,"Get Down! I Said, Down!",The Two Towers
1742,FRODO,Sam!,The Two Towers
1743,SAM,"He's Trying To Trick Us.If We Let Him Go, He'll Throttle Usin Our Sleep.",The Two Towers
1744,FRODO,You Know The Way To Mordor?,The Two Towers
1745,GOLLUM,Yes.,The Two Towers
1746,FRODO,You've Been There Before?,The Two Towers
1747,GOLLUM,Yes.,The Two Towers
1748,FRODO,You Will Lead Us To The Black Gate.,The Two Towers
1749,SMEAGOL,"To The Gate, To The Gate!to The Gate, The Master Says. Yes!",The Two Towers
1750,GOLLUM,No! We Won't Go Back.Not There. Not To Him.They Can't Make Us. Gollum! Gollum!,The Two Towers
1751,SMEAGOL,But We Swore To Serve The Masterof The Precious.,The Two Towers
1752,SAM,Don't You Lose Him Samwise Gamgee And I Don't Mean To.,The Fellowship of the Ring
1753,FRODO,Sam! We're Still In The Shire.  What Could Possibly Happen!,The Fellowship of the Ring
1754,PIPPIN,Frodo!  Merry! Its Frodo Baggins!,The Fellowship of the Ring
1755,MERRY,Hello Frodo!,The Fellowship of the Ring
1756,SAM,"Get Off Him! , Frodo, Are You Alright?",The Fellowship of the Ring
1757,FRODO,What's The Meaning Of This ?,The Fellowship of the Ring
1758,MERRY,Hold These,The Fellowship of the Ring
1759,SAM,You've Been Into Farmer Maggot's Crop!,The Fellowship of the Ring
1760,MERRY,And These,The Fellowship of the Ring
1761,FARMER MAGGOT,"Hoi! You Get Back Here! Wait Till I Get This Through You! , Get Out Of My Fields! You'll Know The Devil If I Catch Up With You!",The Fellowship of the Ring
1762,MERRY,Dunno Why He's So Upset!  Its Only A Couple Of Carrots,The Fellowship of the Ring
1763,PIPPIN,And Some Cabbages And Those Few Bags Of Potatoes That We Lifted Last Week.  And The Mushrooms The Week Before.,The Fellowship of the Ring
1764,PIPPIN,You've Got My Arm... Argh!... You've Got My Arm,The Fellowship of the Ring
1765,SAM,What Is That ?,The Fellowship of the Ring
1766,GIMLI,"Nothing, Its Just A Whisp Of Cloud",The Fellowship of the Ring
1767,BOROMIR,Its Moving Fast.... Against The Wind,The Fellowship of the Ring
1768,LEGOLAS,Crebain! From Dudland!,The Fellowship of the Ring
1769,ARAGORN,Hide!,The Fellowship of the Ring
1770,BOROMIR,Hurry!,The Fellowship of the Ring
1771,ARAGORN,Frodo! Take Cover!,The Fellowship of the Ring
1772,GANDALF,"Spies Of Saruman.  The Passage South Is Being Watched ,  We Must Take The Pass Of Caradhras",The Fellowship of the Ring
1773,ARAGORN,Frodo!,The Fellowship of the Ring
1774,ARAGORN,Boromir,The Fellowship of the Ring
1775,BOROMIR,"It Is A Strange Fate That We Should Suffer So Much Fear And Doubt Over So Small A Thing ,such A Little Thing",The Fellowship of the Ring
1776,ARAGORN,"Boromir! , Give The Ring To Frodo",The Fellowship of the Ring
1777,BOROMIR,As You Wish! I Care Not,The Fellowship of the Ring
1778,ELROND,Boromir!,The Fellowship of the Ring
1779,GANDALF,"Ash Nazg Durbatul'k, Ash Nazg Gimbatul Ash Nazg Thrakatul'k ,agh Burzum-ishi Krimpatul.",The Fellowship of the Ring
1780,ELROND,Never Before Has Anyone Uttered Words Of That Tongue Here In Imladris,The Fellowship of the Ring
1781,GANDALF,"I Do Not Ask Your Pardon Master Elrond For The Black Speech Of Mordor May Yet Be Heard In Every Corner Of The West , The Ring Is Altogether Evil",The Fellowship of the Ring
1782,BOROMIR,"Aye It Is A Gift! ,a Gift To The Foes Of Mordor. Why Not Use This Ring ? , Long Has My Father, The Steward Of Gondor Kept The Forces Of Mordor At Bey.  By The ,of Our People Are Your Lands Kept Safe.  Give Gondor The Weapon Of The Enemy, Let Us Use It Against Him",The Fellowship of the Ring
